id,path_to_image,scores
0,inditex_images/0.jpg,0
1,inditex_images/1.jpg,0
2,inditex_images/2.jpg,0
3,inditex_images/3.jpg,0
4,inditex_images/4.jpg,0
5,inditex_images/5.jpg,0
6,inditex_images/6.jpg,0
8,inditex_images/8.jpg,0
10,inditex_images/10.jpg,0
11,inditex_images/11.jpg,0
12,inditex_images/12.jpg,0
13,inditex_images/13.jpg,0
15,inditex_images/15.jpg,0
16,inditex_images/16.jpg,0
17,inditex_images/17.jpg,0
19,inditex_images/19.jpg,0
21,inditex_images/21.jpg,0
22,inditex_images/22.jpg,0
23,inditex_images/23.jpg,0
24,inditex_images/24.jpg,0
25,inditex_images/25.jpg,0
26,inditex_images/26.jpg,0
27,inditex_images/27.jpg,0
29,inditex_images/29.jpg,0
30,inditex_images/30.jpg,0
31,inditex_images/31.jpg,0
32,inditex_images/32.jpg,0
33,inditex_images/33.jpg,0
34,inditex_images/34.jpg,0
35,inditex_images/35.jpg,0
36,inditex_images/36.jpg,0
37,inditex_images/37.jpg,0
38,inditex_images/38.jpg,0
39,inditex_images/39.jpg,0
40,inditex_images/40.jpg,0
41,inditex_images/41.jpg,0
43,inditex_images/43.jpg,0
44,inditex_images/44.jpg,0
45,inditex_images/45.jpg,0
46,inditex_images/46.jpg,0
47,inditex_images/47.jpg,0
48,inditex_images/48.jpg,0
49,inditex_images/49.jpg,0
50,inditex_images/50.jpg,0
51,inditex_images/51.jpg,0
52,inditex_images/52.jpg,0
53,inditex_images/53.jpg,0
56,inditex_images/56.jpg,0
57,inditex_images/57.jpg,0
58,inditex_images/58.jpg,0
59,inditex_images/59.jpg,0
60,inditex_images/60.jpg,0
61,inditex_images/61.jpg,0
64,inditex_images/64.jpg,0
67,inditex_images/67.jpg,0
68,inditex_images/68.jpg,0
73,inditex_images/73.jpg,0
74,inditex_images/74.jpg,0
75,inditex_images/75.jpg,0
76,inditex_images/76.jpg,0
77,inditex_images/77.jpg,0
78,inditex_images/78.jpg,0
79,inditex_images/79.jpg,0
80,inditex_images/80.jpg,0
81,inditex_images/81.jpg,0
82,inditex_images/82.jpg,0
83,inditex_images/83.jpg,0
84,inditex_images/84.jpg,0
85,inditex_images/85.jpg,0
86,inditex_images/86.jpg,0
87,inditex_images/87.jpg,0
88,inditex_images/88.jpg,0
89,inditex_images/89.jpg,0
90,inditex_images/90.jpg,0
91,inditex_images/91.jpg,0
92,inditex_images/92.jpg,0
93,inditex_images/93.jpg,0
94,inditex_images/94.jpg,0
95,inditex_images/95.jpg,0
96,inditex_images/96.jpg,0
97,inditex_images/97.jpg,0
98,inditex_images/98.jpg,0
99,inditex_images/99.jpg,0
100,inditex_images/100.jpg,0
101,inditex_images/101.jpg,0
103,inditex_images/103.jpg,0
104,inditex_images/104.jpg,0
105,inditex_images/105.jpg,0
106,inditex_images/106.jpg,0
107,inditex_images/107.jpg,0
108,inditex_images/108.jpg,0
109,inditex_images/109.jpg,0
110,inditex_images/110.jpg,0
111,inditex_images/111.jpg,0
112,inditex_images/112.jpg,0
113,inditex_images/113.jpg,0
114,inditex_images/114.jpg,0
115,inditex_images/115.jpg,0
116,inditex_images/116.jpg,0
117,inditex_images/117.jpg,0
118,inditex_images/118.jpg,0
121,inditex_images/121.jpg,0
123,inditex_images/123.jpg,0
124,inditex_images/124.jpg,0
125,inditex_images/125.jpg,0
126,inditex_images/126.jpg,0
127,inditex_images/127.jpg,0
128,inditex_images/128.jpg,0
129,inditex_images/129.jpg,0
130,inditex_images/130.jpg,0
131,inditex_images/131.jpg,0
132,inditex_images/132.jpg,0
133,inditex_images/133.jpg,0
134,inditex_images/134.jpg,0
135,inditex_images/135.jpg,0
138,inditex_images/138.jpg,0
139,inditex_images/139.jpg,0
141,inditex_images/141.jpg,0
142,inditex_images/142.jpg,0
143,inditex_images/143.jpg,0
144,inditex_images/144.jpg,0
145,inditex_images/145.jpg,0
146,inditex_images/146.jpg,0
147,inditex_images/147.jpg,0
151,inditex_images/151.jpg,0
152,inditex_images/152.jpg,0
153,inditex_images/153.jpg,0
154,inditex_images/154.jpg,0
155,inditex_images/155.jpg,0
156,inditex_images/156.jpg,0
157,inditex_images/157.jpg,0
158,inditex_images/158.jpg,0
159,inditex_images/159.jpg,0
160,inditex_images/160.jpg,0
161,inditex_images/161.jpg,0
162,inditex_images/162.jpg,0
164,inditex_images/164.jpg,0
165,inditex_images/165.jpg,0
166,inditex_images/166.jpg,0
167,inditex_images/167.jpg,0
168,inditex_images/168.jpg,0
170,inditex_images/170.jpg,0
171,inditex_images/171.jpg,0
172,inditex_images/172.jpg,0
174,inditex_images/174.jpg,0
175,inditex_images/175.jpg,0
176,inditex_images/176.jpg,0
178,inditex_images/178.jpg,0
179,inditex_images/179.jpg,0
180,inditex_images/180.jpg,0
181,inditex_images/181.jpg,0
184,inditex_images/184.jpg,0
185,inditex_images/185.jpg,0
186,inditex_images/186.jpg,0
187,inditex_images/187.jpg,0
188,inditex_images/188.jpg,0
189,inditex_images/189.jpg,0
190,inditex_images/190.jpg,0
191,inditex_images/191.jpg,0
193,inditex_images/193.jpg,0
194,inditex_images/194.jpg,0
195,inditex_images/195.jpg,0
196,inditex_images/196.jpg,0
197,inditex_images/197.jpg,0
198,inditex_images/198.jpg,0
199,inditex_images/199.jpg,0
200,inditex_images/200.jpg,0
201,inditex_images/201.jpg,0
202,inditex_images/202.jpg,0
203,inditex_images/203.jpg,0
204,inditex_images/204.jpg,0
205,inditex_images/205.jpg,0
206,inditex_images/206.jpg,0
207,inditex_images/207.jpg,0
208,inditex_images/208.jpg,0
209,inditex_images/209.jpg,0
211,inditex_images/211.jpg,0
212,inditex_images/212.jpg,0
214,inditex_images/214.jpg,0
215,inditex_images/215.jpg,0
217,inditex_images/217.jpg,0
218,inditex_images/218.jpg,0
220,inditex_images/220.jpg,0
222,inditex_images/222.jpg,0
223,inditex_images/223.jpg,0
224,inditex_images/224.jpg,0
225,inditex_images/225.jpg,0
227,inditex_images/227.jpg,0
228,inditex_images/228.jpg,0
229,inditex_images/229.jpg,0
230,inditex_images/230.jpg,0
231,inditex_images/231.jpg,0
232,inditex_images/232.jpg,0
234,inditex_images/234.jpg,0
235,inditex_images/235.jpg,0
236,inditex_images/236.jpg,0
237,inditex_images/237.jpg,0
238,inditex_images/238.jpg,0
239,inditex_images/239.jpg,0
240,inditex_images/240.jpg,0
241,inditex_images/241.jpg,0
242,inditex_images/242.jpg,0
243,inditex_images/243.jpg,0
244,inditex_images/244.jpg,0
245,inditex_images/245.jpg,0
246,inditex_images/246.jpg,0
247,inditex_images/247.jpg,0
248,inditex_images/248.jpg,0
249,inditex_images/249.jpg,0
250,inditex_images/250.jpg,0
251,inditex_images/251.jpg,0
252,inditex_images/252.jpg,0
253,inditex_images/253.jpg,0
255,inditex_images/255.jpg,0
256,inditex_images/256.jpg,0
257,inditex_images/257.jpg,0
258,inditex_images/258.jpg,0
259,inditex_images/259.jpg,0
260,inditex_images/260.jpg,0
261,inditex_images/261.jpg,0
265,inditex_images/265.jpg,0
266,inditex_images/266.jpg,0
268,inditex_images/268.jpg,0
270,inditex_images/270.jpg,0
271,inditex_images/271.jpg,0
272,inditex_images/272.jpg,0
273,inditex_images/273.jpg,0
274,inditex_images/274.jpg,0
275,inditex_images/275.jpg,0
276,inditex_images/276.jpg,0
277,inditex_images/277.jpg,0
278,inditex_images/278.jpg,0
279,inditex_images/279.jpg,0
280,inditex_images/280.jpg,0
281,inditex_images/281.jpg,0
282,inditex_images/282.jpg,0
283,inditex_images/283.jpg,0
284,inditex_images/284.jpg,0
285,inditex_images/285.jpg,0
286,inditex_images/286.jpg,0
287,inditex_images/287.jpg,0
288,inditex_images/288.jpg,0
289,inditex_images/289.jpg,0
290,inditex_images/290.jpg,0
291,inditex_images/291.jpg,0
293,inditex_images/293.jpg,0
295,inditex_images/295.jpg,0
296,inditex_images/296.jpg,0
297,inditex_images/297.jpg,0
298,inditex_images/298.jpg,0
299,inditex_images/299.jpg,0
300,inditex_images/300.jpg,0
301,inditex_images/301.jpg,0
302,inditex_images/302.jpg,0
303,inditex_images/303.jpg,0
304,inditex_images/304.jpg,0
305,inditex_images/305.jpg,0
308,inditex_images/308.jpg,0
309,inditex_images/309.jpg,0
311,inditex_images/311.jpg,0
312,inditex_images/312.jpg,0
313,inditex_images/313.jpg,0
315,inditex_images/315.jpg,0
316,inditex_images/316.jpg,0
317,inditex_images/317.jpg,0
319,inditex_images/319.jpg,0
320,inditex_images/320.jpg,0
322,inditex_images/322.jpg,0
323,inditex_images/323.jpg,0
324,inditex_images/324.jpg,0
325,inditex_images/325.jpg,0
326,inditex_images/326.jpg,0
328,inditex_images/328.jpg,0
330,inditex_images/330.jpg,0
331,inditex_images/331.jpg,0
332,inditex_images/332.jpg,0
333,inditex_images/333.jpg,0
334,inditex_images/334.jpg,0
335,inditex_images/335.jpg,0
337,inditex_images/337.jpg,0
339,inditex_images/339.jpg,0
340,inditex_images/340.jpg,0
341,inditex_images/341.jpg,0
342,inditex_images/342.jpg,0
343,inditex_images/343.jpg,0
344,inditex_images/344.jpg,0
346,inditex_images/346.jpg,0
348,inditex_images/348.jpg,0
349,inditex_images/349.jpg,0
350,inditex_images/350.jpg,0
353,inditex_images/353.jpg,0
354,inditex_images/354.jpg,0
355,inditex_images/355.jpg,0
356,inditex_images/356.jpg,0
357,inditex_images/357.jpg,0
358,inditex_images/358.jpg,0
360,inditex_images/360.jpg,0
361,inditex_images/361.jpg,0
363,inditex_images/363.jpg,0
364,inditex_images/364.jpg,0
365,inditex_images/365.jpg,0
368,inditex_images/368.jpg,0
369,inditex_images/369.jpg,0
370,inditex_images/370.jpg,0
371,inditex_images/371.jpg,0
372,inditex_images/372.jpg,0
373,inditex_images/373.jpg,0
374,inditex_images/374.jpg,0
375,inditex_images/375.jpg,0
377,inditex_images/377.jpg,0
